1	-1.0
2	12.5
3	-29.166666666666664
4	56.583333333333336
5	-89.21666666666667
6	132.61666666666667
7	-181.24047619047616
8	240.63452380952384
9	-305.2543650793651
10	380.6456349206349
11	-461.263455988456
12	552.6532106782106
13	-649.2698662448663
14	756.658705183705
15	-869.2746281496284
16	992.6628718503716
17	-1121.2783046202167
18	1260.6661398242277
19	-1405.2812285968248
20	1560.668771403175
21	-1721.2836095492057
22	1892.6709359053398
23	-2069.2855858337907
24	2256.6727474995423
25	-2449.2872525004577
26	2652.6742859610804
27	-2861.288677001882
28	3080.675608712403
29	-3305.2899085289764
30	3540.67675813769
31	-3781.290983797794
32	4032.677766202206
33	-4289.29193076749
34	4556.6786574678035
35	-4829.2927711036255
36	5112.679451118597
37	-5401.293521854376
38	5700.6801623561505
39	-6005.294196618209
40	6320.6808033817915
41	-6641.294806374305
42	6972.681384101886
43	-7309.29536008416
44	7656.681912643112
45	-8009.295865134666
46	8372.6823957349
47	-8741.296327669355
48	9120.682838997313
49	-9505.296752839422
50	9900.683247160578
51	-10301.297144996286
52	10712.683624234483
53	-11129.297507840987
54	11556.683973640495
55	-11989.297844541325
56	12432.684298315817
57	-12881.298157824534
58	13340.684600796154
59	-13805.298450051305
60	14280.684883282029
61	-14761.298723275348
62	15252.685147692395
63	-15749.298979291732
64	16256.685395708268
65	-16769.299219676348
66	17292.6856288085
67	-17821.299445818364
68	18360.685848299287
69	-18905.29965894709
70	19460.686055338625
71	-20021.299860154333
72	20592.686250956776
73	-21169.300050413087
74	21756.6864360734
75	-22349.300230593264
76	22952.686611511996
77	-23561.300401475015
78	24180.686778012165
79	-24805.30056375999
80	25440.686936240014
81	-26081.300718080976
82	26732.687086797076
83	-27389.30086501015
84	28056.68723022794
85	-28729.30100506618
86	29412.687367026843
87	-30101.301138720282
88	30800.687497643357
89	-31505.301266401588
90	32220.6876224873
91	-32941.30138850171
92	33672.68774193307
93	-34409.30150537875
94	35156.68785632338
95	-35909.301617360834
96	36672.687965972495
97	-37441.30172474915
98	38220.68807116922
99	-39005.30182782067
100	39800.68817217933
101	-40601.301926830565
102	41412.68826924787
103	-42229.302022014264
104	43056.688362601126
105	-43889.30211358935
106	44732.68845244839
107	-45581.30220175722
108	46440.68853898352
109	-47305.30228670455
110	48180.688622386355
111	-49061.302368604636
112	49952.68870282393
113	-50849.30244761855
114	51756.688780451615
115	-52669.302523896215
116	53592.68885541413
117	-54521.30259757732
118	55460.68892784641
119	-56405.302668792254
120	57360.688997874415
121	-58321.30273766277
122	59292.68906561592
123	-60269.30280430277
124	61256.68913118109
125	-62249.30286881891
126	63252.68919467315
127	-64261.302931311104
128	65280.689256188896
129	-66305.30299187312
130	67340.68931581918
131	-68381.30305059304
132	69432.6893736494
133	-70489.3031075536
134	71556.68942975983
135	-72629.30316283274
136	73712.68948422608
137	-74801.30321650385
138	75900.68953711935
139	-77005.30326863605
140	78120.6895885068
141	-79241.30331929462
142	80372.68963845185
143	-81509.30336854115
144	82656.68968701441
145	-83809.30341643386
146	84972.68973425106
147	-86141.30346302784
148	87320.68978021541
149	-88505.30350837519
150	89700.68982495816
151	-90901.30355252529
152	92112.68986852735
153	-93329.30359552495
154	94556.68991096856
155	-95789.30363741855
156	97032.68995232505
157	-98281.3036782482
158	99540.68999263787
159	-100805.30371805397
160	102080.69003194603
161	-103361.30375687385
162	104652.69007028666
163	-105949.30379474402
164	107256.690107695
165	-108569.30383169893
166	109892.69014420468
167	-111221.30386777138
168	112560.69017984768
169	-113905.30390299257
170	115260.69021465449
171	-116621.30393739228
172	117992.69024865422
173	-119369.30397099897
174	120756.69028187459
175	-122149.3040038397
176	123552.69031434212
177	-124961.30403594035
178	126380.69034608212
179	-127805.30406732569
180	129240.69037711876
181	-130681.30409801935
182	132132.69040747514
183	-133589.30412804396
184	135056.69043717344
185	-136529.30415742114
186	138012.69046623478
187	-139501.30418617165
188	141000.6904946794
189	-142505.30421431529
190	144020.69052252683
191	-145541.30424187108
192	147072.6905497956
193	-148609.30426885726
194	150156.69057650355
195	-151709.30429529134
196	153272.69060266783
197	-154841.30432119002
198	156420.69062830493
199	-158005.30434656944
200	159600.69065343056
201	-161201.30437144506
202	162812.6906780599
203	-164429.30439583174
204	166056.69070220747
205	-167689.30441974374
206	169332.69072588734
207	-170981.3044431948
208	172640.6907491129
209	-174305.3044661981
210	175980.69077189712
211	-177661.3044887664
212	179352.69079425247
213	-181049.30451091184
214	182756.69081619094
215	-184469.3045326463
216	186192.6908377241
217	-187921.30455398097
218	189660.6908588631
219	-191405.30457492688
220	193160.6908796186
221	-194921.3045954945
222	196692.690900001
223	-198469.30461569407
224	200256.6909200202
225	-202049.30463553537
226	203852.69093968588
227	-205661.30465502778
228	207480.69095900733
229	-209305.30467418043
230	211140.6909779935
231	-212981.30469300217
232	214832.69099665302
233	-216689.3047115015
234	218556.69101499426
235	-220429.3047296866
236	222312.69103302524
237	-224201.30474756545
238	226100.6910507539
239	-228005.30476514567
240	229920.69106818768
241	-231841.30478243474
242	233772.69108533385
243	-235709.30479943982
244	237656.69110219952
245	-239609.30481616783
246	241572.6911187915
247	-243541.30483262552
248	245520.69113511642
249	-247505.3048488193
250	249500.69115118068
251	-251501.30486475557
252	253512.69116699047
253	-255529.30488044038
254	257556.69118255176
255	-259589.3048958796
256	261632.6911978704
257	-263681.304911079
258	265740.691212952
259	-267805.3049260441
260	269880.6912278021
261	-271961.3049407803
262	274052.6912424258
263	-276149.30495529284
264	278256.6912568284
265	-280369.30496958666
266	282492.69127101486
267	-284621.30498366675
268	286760.69128498994
269	-288905.304997538
270	291060.69129875826
271	-293221.3050112048
272	295392.6913123246
273	-297569.3050246717
274	299756.6913256933
275	-301949.30503794306
276	304152.6913388686
277	-306361.30505102314
278	308580.6913518546
279	-310805.305063916
280	313040.6913646554
281	-315281.3050766258
282	317532.6913772749
283	-319789.30508915614
284	322056.69138971705
285	-324329.30510151107
286	326612.6914019855
287	-328901.30511369393
288	331200.6914140838
289	-333505.3051257086
290	335820.6914260156
291	-338141.30513755826
292	340472.69143778423
293	-342809.3051492465
294	345156.69144939294
295	-347509.3051607766
296	349872.69146084506
297	-352241.30517215154
298	354620.69147214375
299	-357005.3051833747
300	359400.69148329203
301	-361801.3051944488
302	364212.6914942929
303	-366629.30520537705
304	369056.69150514924
305	-371489.30521616223
306	373932.6915158639
307	-376381.30522680713
308	378840.6915264396
309	-381305.30523731443
310	383780.69153687917
311	-386261.3052476868
312	388752.69154718495
313	-391249.3052579269
314	393756.69155735965
315	-396269.30526803713
316	398792.69156740594
317	-401321.30527802
318	403860.6915773259
319	-406405.3052878778
320	408960.69158712216
321	-411521.305297613
322	414092.69159679685
323	-416669.3053072279
324	419256.69160635234
325	-421849.3053167246
326	424452.6916157907
327	-427061.3053261053
328	429680.6916251142
329	-432305.3053353721
330	434940.69163432484
331	-437581.3053445271
332	440232.6916434247
333	-442889.30535357236
334	445556.69165241567
335	-448229.3053625097
336	450912.6916612998
337	-453601.3053713412
338	456300.6916700789
339	-459005.3053800686
340	461720.69167875487
341	-464441.3053886938
342	467172.69168732956
343	-469909.30539721856
344	472656.6916958047
345	-475409.3054056446
346	478172.69170418195
347	-480941.30541397363
348	483720.69171246316
349	-486505.30542220734
350	489300.69172064983
351	-492101.30543034733
352	494912.6917287436
353	-497729.30543839524
354	500556.691736746
355	-503389.3054463526
356	506232.69174465863
357	-509081.305454221
358	511940.6917524829
359	-514805.3054620018
360	517680.69176022045
361	-520561.3054696964
362	523452.69176787266
363	-526349.3054773064
364	529256.6917754408
365	-532169.3054848331
366	535092.6917829266
367	-538021.3054922778
368	540960.6917903308
369	-543905.305499642
370	546860.6917976552
371	-549821.3055069271
372	552792.6918049009
373	-555769.3055141339
374	558756.6918120693
375	-561749.3055212641
376	564752.6918191615
377	-567761.3055283186
378	570780.6918261788
379	-573805.3055352987
380	576840.6918331223
381	-579881.3055422058
382	582932.6918399931
383	-585989.3055490408
384	589056.6918467925
385	-592129.305555805
386	595212.6918535215
387	-598301.3055624991
388	601400.6918601814
389	-604505.3055691245
390	607620.6918667728
391	-610741.3055756824
392	613872.6918732972
393	-617009.3055821735
394	620156.6918797555
395	-623309.305588599
396	626472.6918861485
397	-629641.3055949599
398	632820.6918924773
399	-636005.305601257
400	639200.691898743
401	-642401.3056074913
402	645612.6919049466
403	-648829.3056136639
404	652056.6919110887
405	-655289.3056197754
406	658532.6919171704
407	-661781.3056258272
408	665040.6919231924
409	-668305.3056318198
410	671580.6919291558
411	-674861.3056377542
412	678152.6919350614
413	-681449.305643631
414	684756.6919409101
415	-688069.3056494513
